model_snapshot,item_id,lower,point,upper,source
taxonomy-r3/claude-sonnet-5@2026-07-02,falco_falconidae_genus,37.0,40.0,42.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_accipitridae,230.0,250.0,270.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_alcidae,22.0,24.0,25.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_anatidae,146.0,158.0,175.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_columbidae,310.0,344.0,360.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_corvidae,120.0,130.0,140.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_falconidae,64.0,66.0,70.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_fringillidae,210.0,230.0,240.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_phasianidae,180.0,185.0,195.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_pittidae,34.0,42.0,45.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_psittacidae,150.0,180.0,220.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_ramphastidae,40.0,46.0,57.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_spheniscidae,17.0,18.0,19.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_strigidae,225.0,240.0,260.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,family_trochilidae,338.0,363.0,380.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,fratercula_alcidae_genus,4.0,4.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,fringilla_fringillidae_genus,4.0,4.0,5.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,ithaginis_phasianidae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,microhierax_falconidae_genus,4.0,5.0,5.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,nucifraga_corvidae_genus,3.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_accipitriformes,250.0,260.0,270.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_anseriformes,170.0,180.0,195.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_apodiformes,460.0,460.0,470.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_charadriiformes,350.0,380.0,420.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_columbiformes,330.0,345.0,365.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_falconiformes,62.0,66.0,72.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_galliformes,290.0,300.0,310.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_passeriformes,6100.0,6500.0,6900.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_piciformes,420.0,450.0,480.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_psittaciformes,380.0,398.0,420.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_sphenisciformes,17.0,18.0,19.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,order_strigiformes,220.0,250.0,270.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,pavo_phasianidae_genus,2.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,pitta_pittidae_genus,32.0,35.0,42.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,ramphastos_ramphastidae_genus,8.0,8.0,9.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,sarkidiornis_anatidae_genus,1.0,2.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,selenidera_ramphastidae_genus,6.0,6.0,8.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,synthliboramphus_alcidae_genus,4.0,5.0,5.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,urotriorchis_accipitridae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,xenoglaux_strigidae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,accipiter_accipitridae_genus,15.0,20.0,25.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,amazona_psittacidae_genus,25.0,30.0,35.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,anas_anatidae_genus,25.0,30.0,35.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,aptenodytes_spheniscidae_genus,2.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,archilochus_trochilidae_genus,4.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,bolborhynchus_psittacidae_genus,4.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,bubo_strigidae_genus,8.0,10.0,12.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,carpodacus_fringillidae_genus,10.0,15.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,chaetocercus_trochilidae_genus,4.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,claravis_columbidae_genus,3.0,4.0,5.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,columba_columbidae_genus,30.0,40.0,50.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,corvus_corvidae_genus,40.0,45.0,50.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,erythropitta_pittidae_genus,5.0,6.0,7.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,eudyptula_spheniscidae_genus,1.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,falco_falconidae_genus,35.0,40.0,45.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_accipitridae,200.0,250.0,300.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_alcidae,20.0,24.0,28.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_anatidae,150.0,180.0,210.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_columbidae,250.0,300.0,350.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_corvidae,80.0,90.0,100.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_falconidae,60.0,65.0,70.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_fringillidae,40.0,50.0,60.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_phasianidae,40.0,50.0,60.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_pittidae,8.0,10.0,12.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_psittacidae,350.0,400.0,450.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_ramphastidae,12.0,15.0,18.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_spheniscidae,16.0,18.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_strigidae,200.0,220.0,250.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,family_trochilidae,320.0,350.0,380.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,fratercula_alcidae_genus,3.0,4.0,5.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,fringilla_fringillidae_genus,6.0,8.0,10.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,ithaginis_phasianidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,microhierax_falconidae_genus,4.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,nucifraga_corvidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_accipitriformes,200.0,250.0,300.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_anseriformes,150.0,180.0,210.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_apodiformes,100.0,400.0,600.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_charadriiformes,200.0,350.0,450.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_columbiformes,250.0,300.0,350.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_falconiformes,60.0,65.0,70.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_galliformes,250.0,300.0,350.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_passeriformes,5000.0,6000.0,7000.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_piciformes,200.0,230.0,260.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_psittaciformes,350.0,400.0,450.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_sphenisciformes,16.0,18.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,order_strigiformes,200.0,250.0,300.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,pavo_phasianidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,pitta_pittidae_genus,8.0,10.0,12.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,ramphastos_ramphastidae_genus,6.0,8.0,10.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,sarkidiornis_anatidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,selenidera_ramphastidae_genus,3.0,4.0,5.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,synthliboramphus_alcidae_genus,3.0,4.0,5.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,urotriorchis_accipitridae_genus,1.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o-mini@2026-07-02,xenoglaux_strigidae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,accipiter_accipitridae_genus,40.0,50.0,60.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,amazona_psittacidae_genus,25.0,30.0,35.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,anas_anatidae_genus,30.0,35.0,40.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,aptenodytes_spheniscidae_genus,2.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,archilochus_trochilidae_genus,2.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,bolborhynchus_psittacidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,bubo_strigidae_genus,10.0,12.0,15.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,carpodacus_fringillidae_genus,20.0,25.0,30.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,chaetocercus_trochilidae_genus,5.0,6.0,7.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,claravis_columbidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,columba_columbidae_genus,30.0,35.0,40.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,corvus_corvidae_genus,40.0,45.0,50.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,erythropitta_pittidae_genus,8.0,10.0,12.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,eudyptula_spheniscidae_genus,1.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,falco_falconidae_genus,35.0,40.0,45.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_accipitridae,230.0,250.0,270.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_alcidae,22.0,25.0,28.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_anatidae,150.0,170.0,190.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_columbidae,300.0,350.0,400.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_corvidae,120.0,130.0,140.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_falconidae,60.0,65.0,70.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_fringillidae,200.0,220.0,240.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_phasianidae,160.0,180.0,200.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_pittidae,30.0,35.0,40.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_psittacidae,350.0,400.0,450.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_ramphastidae,35.0,42.0,50.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_spheniscidae,17.0,18.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_strigidae,190.0,220.0,250.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,family_trochilidae,320.0,360.0,400.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,fratercula_alcidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,fringilla_fringillidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,ithaginis_phasianidae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,microhierax_falconidae_genus,4.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,nucifraga_corvidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_accipitriformes,230.0,250.0,270.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_anseriformes,160.0,170.0,180.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_apodiformes,420.0,450.0,480.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_charadriiformes,350.0,380.0,410.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_columbiformes,300.0,350.0,400.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_falconiformes,60.0,65.0,70.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_galliformes,270.0,300.0,330.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_passeriformes,5500.0,6000.0,6500.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_piciformes,400.0,450.0,500.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_psittaciformes,350.0,400.0,450.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_sphenisciformes,17.0,18.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,order_strigiformes,220.0,240.0,260.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,pavo_phasianidae_genus,2.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,pitta_pittidae_genus,30.0,35.0,40.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,ramphastos_ramphastidae_genus,5.0,7.0,9.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,sarkidiornis_anatidae_genus,1.0,2.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,selenidera_ramphastidae_genus,5.0,6.0,7.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,synthliboramphus_alcidae_genus,4.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,urotriorchis_accipitridae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/gpt-4o@2026-07-02,xenoglaux_strigidae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
